,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
25872,"frozenset({'DayNight_Day', 'SurfaceCondition_Water (standing / moving)', 'Animal_None/Other'})","frozenset({'Weather_Rain', 'RoadCharacteristics_Not at a Junction'})",0.0015333939118582463,0.04140163562017265,0.0013062244434348023,0.8518518518518517,20.57531880302799,0.001242739427433856,6.4705389595638305
13730,"frozenset({'DayNight_Day', 'SurfaceCondition_Water (standing / moving)'})","frozenset({'RoadCharacteristics_Not at a Junction', 'Weather_Rain'})",0.0015333939118582463,0.04140163562017265,0.0013062244434348023,0.8518518518518517,20.57531880302799,0.001242739427433856,6.4705389595638305
39640,"frozenset({'DayNight_Day', 'SurfaceCondition_Water (standing / moving)', 'Impairment_None'})","frozenset({'Weather_Rain', 'RoadCharacteristics_Not at a Junction'})",0.0015049977283053157,0.04140163562017265,0.0012778282598818718,0.8490566037735849,20.507803400885162,0.0012155188923253875,6.350714164016358
54044,"frozenset({'DayNight_Day', 'SurfaceCondition_Water (standing / moving)', 'Animal_None/Other', 'Impairment_None'})","frozenset({'Weather_Rain', 'RoadCharacteristics_Not at a Junction'})",0.0015049977283053157,0.04140163562017265,0.0012778282598818718,0.8490566037735849,20.507803400885162,0.0012155188923253875,6.350714164016358
10749,"frozenset({'SurfaceCondition_Water (standing / moving)', 'Animal_None/Other'})","frozenset({'RoadCharacteristics_Not at a Junction', 'Weather_Rain'})",0.0020161290322580645,0.04140163562017265,0.0017037710131758291,0.8450704225352113,20.411522633744855,0.0016202999736190293,6.187316715542521
34055,"frozenset({'SurfaceCondition_Water (standing / moving)', 'Animal_None/Other', 'Impairment_None'})","frozenset({'Weather_Rain', 'RoadCharacteristics_Not at a Junction'})",0.0019593366651522036,0.04140163562017265,0.0016469786460699683,0.8405797101449275,20.303055605256358,0.0015658589034020926,6.013026103837097
35855,"frozenset({'InjuryType_Property Damage Only', 'SurfaceCondition_Water (standing / moving)', 'Animal_None/Other'})","frozenset({'Weather_Rain', 'RoadCharacteristics_Not at a Junction'})",0.001221035892776011,0.04140163562017265,0.0010222626079054976,0.8372093023255814,20.221648004593742,0.000971709724793633,5.888532809761799
3924,frozenset({'SurfaceCondition_Water (standing / moving)'}),"frozenset({'RoadCharacteristics_Not at a Junction', 'Weather_Rain'})",0.002044525215810995,0.04140163562017265,0.0017037710131758291,0.8333333333333333,20.12802926383173,0.0016191243251745674,5.751590186278961
17442,"frozenset({'SurfaceCondition_Water (standing / moving)', 'Impairment_None'})","frozenset({'RoadCharacteristics_Not at a Junction', 'Weather_Rain'})",0.001987732848705134,0.04140163562017265,0.0016469786460699683,0.8285714285714287,20.0130119537527,0.0015646832549576306,5.591823792215665
18252,"frozenset({'InjuryType_Property Damage Only', 'SurfaceCondition_Water (standing / moving)'})","frozenset({'RoadCharacteristics_Not at a Junction', 'Weather_Rain'})",0.0012494320763289414,0.04140163562017265,0.0010222626079054976,0.8181818181818182,19.76206509539843,0.000970534076349171,5.272291004089052
47677,"frozenset({'Weather_Rain', 'Animal_Deer'})","frozenset({'RoadCharacteristics_Not at a Junction', 'InjuryType_Property Damage Only', 'SurfaceCondition_Wet', 'Impairment_None'})",0.002101317582916856,0.04850068150840527,0.0019025442980463425,0.9054054054054054,18.667890372808404,0.0018006289632092802,10.058707081196856
20080,"frozenset({'Weather_Rain', 'Animal_Deer'})","frozenset({'RoadCharacteristics_Not at a Junction', 'InjuryType_Property Damage Only', 'SurfaceCondition_Wet'})",0.002101317582916856,0.052106996819627445,0.0019025442980463425,0.9054054054054054,17.375889240739376,0.0017930509494362666,10.02058317647822
47652,"frozenset({'Weather_Rain', 'Animal_Deer', 'Impairment_None'})","frozenset({'RoadCharacteristics_Not at a Junction', 'InjuryType_Property Damage Only', 'SurfaceCondition_Wet'})",0.002101317582916856,0.052106996819627445,0.0019025442980463425,0.9054054054054054,17.375889240739376,0.0017930509494362666,10.02058317647822
54068,"frozenset({'DayNight_Day', 'SurfaceCondition_Water (standing / moving)', 'RoadCharacteristics_Not at a Junction'})","frozenset({'Weather_Rain', 'Animal_None/Other', 'Impairment_None'})",0.001334620626987733,0.064544525215811,0.0012778282598818718,0.9574468085106382,14.833896528161299,0.0011916858051697207,21.983203657428408
23080,"frozenset({'DayNight_Day', 'SurfaceCondition_Water (standing / moving)'})","frozenset({'Weather_Rain', 'Animal_None/Other', 'Impairment_None'})",0.0015333939118582463,0.064544525215811,0.0014198091776465244,0.9259259259259259,14.345537794723892,0.0013208369956368188,12.628648909586552
19954,"frozenset({'Weather_Rain', 'Animal_Deer'})","frozenset({'RoadCharacteristics_Not at a Junction', 'SurfaceCondition_Wet', 'Impairment_None'})",0.002101317582916856,0.06511244888686961,0.0019593366651522036,0.9324324324324325,14.320340401456843,0.0018225147314394495,13.836335756474334
47664,"frozenset({'Weather_Rain', 'InjuryType_Property Damage Only', 'Animal_Deer'})","frozenset({'RoadCharacteristics_Not at a Junction', 'SurfaceCondition_Wet', 'Impairment_None'})",0.002044525215810995,0.06511244888686961,0.0019025442980463425,0.9305555555555555,14.291515239618159,0.001769420254433933,13.462380736029061
54062,"frozenset({'RoadCharacteristics_Not at a Junction', 'SurfaceCondition_Water (standing / moving)', 'Impairment_None'})","frozenset({'DayNight_Day', 'Weather_Rain', 'Animal_None/Other'})",0.0017605633802816902,0.05082916855974557,0.0012778282598818718,0.7258064516129031,14.279329608938546,0.0011883402870654183,3.4616818558409266
39646,"frozenset({'DayNight_Day', 'SurfaceCondition_Water (standing / moving)', 'RoadCharacteristics_Not at a Junction'})","frozenset({'Weather_Rain', 'Impairment_None'})",0.001334620626987733,0.06707178555202181,0.0012778282598818718,0.9574468085106382,14.274956311816526,0.0011883128713952456,21.923813039527456
54053,"frozenset({'DayNight_Day', 'SurfaceCondition_Water (standing / moving)', 'Animal_None/Other', 'RoadCharacteristics_Not at a Junction'})","frozenset({'Weather_Rain', 'Impairment_None'})",0.001334620626987733,0.06707178555202181,0.0012778282598818718,0.9574468085106382,14.274956311816526,0.0011883128713952456,21.923813039527456
54087,"frozenset({'RoadCharacteristics_Not at a Junction', 'SurfaceCondition_Water (standing / moving)'})","frozenset({'DayNight_Day', 'Weather_Rain', 'Animal_None/Other', 'Impairment_None'})",0.001817355747387551,0.049579736483416625,0.0012778282598818718,0.703125,14.181701030927837,0.0011877242408297743,3.2014156244769123
54049,"frozenset({'RoadCharacteristics_Not at a Junction', 'SurfaceCondition_Water (standing / moving)', 'Animal_None/Other', 'Impairment_None'})","frozenset({'DayNight_Day', 'Weather_Rain'})",0.0017321671967287598,0.05205020445252158,0.0012778282598818718,0.7377049180327868,14.172949478146547,0.0011876686031461886,3.61405859552476
25882,"frozenset({'RoadCharacteristics_Not at a Junction', 'SurfaceCondition_Water (standing / moving)'})","frozenset({'Weather_Rain', 'Animal_None/Other', 'DayNight_Day'})",0.001817355747387551,0.05082916855974557,0.0013062244434348023,0.71875,14.14050279329609,0.001213849761817818,3.374829622898682
25871,"frozenset({'DayNight_Day', 'SurfaceCondition_Water (standing / moving)', 'RoadCharacteristics_Not at a Junction'})","frozenset({'Weather_Rain', 'Animal_None/Other'})",0.001334620626987733,0.06928668786915039,0.0013062244434348023,0.978723404255319,14.125706313219391,0.0012137530006289734,43.743525670149644
54043,"frozenset({'DayNight_Day', 'SurfaceCondition_Water (standing / moving)', 'Impairment_None', 'RoadCharacteristics_Not at a Junction'})","frozenset({'Weather_Rain', 'Animal_None/Other'})",0.0013062244434348023,0.06928668786915039,0.0012778282598818718,0.9782608695652174,14.11903064861012,0.00118732429458255,42.81281235801911
54074,"frozenset({'RoadCharacteristics_Not at a Junction', 'SurfaceCondition_Water (standing / moving)', 'Animal_None/Other'})","frozenset({'DayNight_Day', 'Weather_Rain', 'Impairment_None'})",0.0017889595638346206,0.05080077237619264,0.0012778282598818718,0.7142857142857143,14.06052862732572,0.0011869477322892963,3.322197296683326
23075,"frozenset({'SurfaceCondition_Water (standing / moving)', 'Impairment_None'})","frozenset({'Weather_Rain', 'Animal_None/Other', 'DayNight_Day'})",0.001987732848705134,0.05082916855974557,0.0014198091776465244,0.7142857142857144,14.052673583399843,0.001318774369627948,3.322097910040892
34068,"frozenset({'RoadCharacteristics_Not at a Junction', 'SurfaceCondition_Water (standing / moving)'})","frozenset({'Weather_Rain', 'Animal_None/Other', 'Impairment_None'})",0.001817355747387551,0.064544525215811,0.0016469786460699683,0.9062500000000001,14.04069511658601,0.0015296782822066134,9.97819173103136
25874,"frozenset({'RoadCharacteristics_Not at a Junction', 'SurfaceCondition_Water (standing / moving)', 'Animal_None/Other'})","frozenset({'Weather_Rain', 'DayNight_Day'})",0.0017889595638346206,0.05205020445252158,0.0013062244434348023,0.7301587301587301,14.027970453502368,0.0012131087323799163,3.5129904187935956
39642,"frozenset({'RoadCharacteristics_Not at a Junction', 'SurfaceCondition_Water (standing / moving)', 'Impairment_None'})","frozenset({'Weather_Rain', 'DayNight_Day'})",0.0017605633802816902,0.05205020445252158,0.0012778282598818718,0.7258064516129031,13.944353518821602,0.0011861905759865874,3.457228666114332
6605,frozenset({'SurfaceCondition_Water (standing / moving)'}),"frozenset({'Weather_Rain', 'Animal_None/Other', 'DayNight_Day'})",0.002044525215810995,0.05082916855974557,0.0014482053611994548,0.7083333333333334,13.935567970204842,0.0013442838443803475,3.254299993509444
23068,"frozenset({'SurfaceCondition_Water (standing / moving)', 'Animal_None/Other', 'Impairment_None'})","frozenset({'Weather_Rain', 'DayNight_Day'})",0.0019593366651522036,0.05205020445252158,0.0014198091776465244,0.7246376811594203,13.921898843267947,0.0013178253036340304,3.4425545206724215
23082,"frozenset({'SurfaceCondition_Water (standing / moving)', 'Animal_None/Other'})","frozenset({'Weather_Rain', 'Impairment_None', 'DayNight_Day'})",0.0020161290322580645,0.05080077237619264,0.0014198091776465244,0.7042253521126761,13.862493012856346,0.001317388265597749,3.209197388632873
39656,"frozenset({'RoadCharacteristics_Not at a Junction', 'SurfaceCondition_Water (standing / moving)'})","frozenset({'Weather_Rain', 'Impairment_None', 'DayNight_Day'})",0.001817355747387551,0.05080077237619264,0.0012778282598818718,0.703125,13.840832867523757,0.0011855051842322715,3.197302661469667
13726,"frozenset({'RoadCharacteristics_Not at a Junction', 'SurfaceCondition_Water (standing / moving)'})","frozenset({'Weather_Rain', 'DayNight_Day'})",0.001817355747387551,0.05205020445252158,0.0013062244434348023,0.71875,13.808783415166394,0.001211630705220315,3.37048816194659
23072,"frozenset({'DayNight_Day', 'SurfaceCondition_Water (standing / moving)', 'Animal_None/Other'})","frozenset({'Weather_Rain', 'Impairment_None'})",0.0015333939118582463,0.06707178555202181,0.0014198091776465244,0.9259259259259259,13.804998902374008,0.0013169617100235922,12.594530895047708
12504,"frozenset({'DayNight_Day', 'SurfaceCondition_Water (standing / moving)'})","frozenset({'Weather_Rain', 'Impairment_None'})",0.0015333939118582463,0.06707178555202181,0.0014198091776465244,0.9259259259259259,13.804998902374008,0.0013169617100235922,12.594530895047708
6601,"frozenset({'SurfaceCondition_Water (standing / moving)', 'Animal_None/Other'})","frozenset({'Weather_Rain', 'DayNight_Day'})",0.0020161290322580645,0.05205020445252158,0.0014482053611994548,0.7183098591549296,13.800327332242228,0.001343265432867758,3.365221774193549
33408,"frozenset({'InjuryType_Property Damage Only', 'SurfaceCondition_Water (standing / moving)'})","frozenset({'Weather_Rain', 'Animal_None/Other', 'Impairment_None'})",0.0012494320763289414,0.064544525215811,0.001107451158564289,0.8863636363636365,13.732592088949326,0.0010268071584082325,8.232008178100871
34060,"frozenset({'RoadCharacteristics_Not at a Junction', 'SurfaceCondition_Water (standing / moving)', 'Animal_None/Other'})","frozenset({'Weather_Rain', 'Impairment_None'})",0.0017889595638346206,0.06707178555202181,0.0016469786460699683,0.9206349206349207,13.726113194360442,0.001526989933843214,11.754895502044535
12503,"frozenset({'SurfaceCondition_Water (standing / moving)', 'Impairment_None'})","frozenset({'Weather_Rain', 'DayNight_Day'})",0.001987732848705134,0.05205020445252158,0.0014198091776465244,0.7142857142857144,13.723014574078407,0.0013163472764744291,3.317824284416176
35853,"frozenset({'RoadCharacteristics_Not at a Junction', 'InjuryType_Property Damage Only', 'SurfaceCondition_Water (standing / moving)'})","frozenset({'Weather_Rain', 'Animal_None/Other'})",0.0010790549750113584,0.06928668786915039,0.0010222626079054976,0.9473684210526316,13.673166522864538,0.0009474984626582317,17.68355293048616
6602,"frozenset({'DayNight_Day', 'SurfaceCondition_Water (standing / moving)'})","frozenset({'Weather_Rain', 'Animal_None/Other'})",0.0015333939118582463,0.06928668786915039,0.0014482053611994548,0.9444444444444444,13.630965391621128,0.001341961575848077,16.752839618355285
25864,"frozenset({'DayNight_Day', 'SurfaceCondition_Water (standing / moving)', 'Animal_None/Other', 'RoadCharacteristics_Not at a Junction'})",frozenset({'Weather_Rain'}),0.001334620626987733,0.0718139482053612,0.0013062244434348023,0.978723404255319,13.628597629203366,0.0012103800668544985,43.62474443434773
13723,"frozenset({'RoadCharacteristics_Not at a Junction', 'SurfaceCondition_Water (standing / moving)', 'DayNight_Day'})",frozenset({'Weather_Rain'}),0.001334620626987733,0.0718139482053612,0.0013062244434348023,0.978723404255319,13.628597629203366,0.0012103800668544985,43.62474443434773
39635,"frozenset({'DayNight_Day', 'SurfaceCondition_Water (standing / moving)', 'Impairment_None', 'RoadCharacteristics_Not at a Junction'})",frozenset({'Weather_Rain'}),0.0013062244434348023,0.0718139482053612,0.0012778282598818718,0.9782608695652174,13.622156893083707,0.0011840231253564682,42.69655838255341
54037,"frozenset({'Impairment_None', 'DayNight_Day', 'SurfaceCondition_Water (standing / moving)', 'RoadCharacteristics_Not at a Junction', 'Animal_None/Other'})",frozenset({'Weather_Rain'}),0.0013062244434348023,0.0718139482053612,0.0012778282598818718,0.9782608695652174,13.622156893083707,0.0011840231253564682,42.69655838255341
23066,"frozenset({'DayNight_Day', 'SurfaceCondition_Water (standing / moving)', 'Impairment_None'})","frozenset({'Weather_Rain', 'Animal_None/Other'})",0.0015049977283053157,0.06928668786915039,0.0014198091776465244,0.9433962264150945,13.615836684194248,0.0013155328698016536,16.442601847645047
2258,frozenset({'SurfaceCondition_Water (standing / moving)'}),"frozenset({'Weather_Rain', 'DayNight_Day'})",0.002044525215810995,0.05205020445252158,0.0014482053611994548,0.7083333333333334,13.608656119294418,0.0013417874057081568,3.250113584734212
9201,frozenset({'SurfaceCondition_Water (standing / moving)'}),"frozenset({'Weather_Rain', 'Animal_None/Other', 'Impairment_None'})",0.002044525215810995,0.064544525215811,0.0017889595638346206,0.875,13.556533216014078,0.0016569966544883463,7.483643798273512
35847,"frozenset({'RoadCharacteristics_Not at a Junction', 'InjuryType_Property Damage Only', 'SurfaceCondition_Water (standing / moving)', 'Animal_None/Other'})",frozenset({'Weather_Rain'}),0.001050658791458428,0.0718139482053612,0.0010222626079054976,0.972972972972973,13.548523612580553,0.0009468106518741946,34.3428839164017
10746,"frozenset({'RoadCharacteristics_Not at a Junction', 'SurfaceCondition_Water (standing / moving)'})","frozenset({'Weather_Rain', 'Animal_None/Other'})",0.001817355747387551,0.06928668786915039,0.0017037710131758291,0.9375,13.530737704918032,0.0015778524527593814,14.891412994093594
33402,"frozenset({'InjuryType_Property Damage Only', 'SurfaceCondition_Water (standing / moving)', 'Animal_None/Other'})","frozenset({'Weather_Rain', 'Impairment_None'})",0.001221035892776011,0.06707178555202181,0.001107451158564289,0.9069767441860466,13.522477994604493,0.0010255541010126949,10.028978305315773
17438,"frozenset({'RoadCharacteristics_Not at a Junction', 'SurfaceCondition_Water (standing / moving)'})","frozenset({'Weather_Rain', 'Impairment_None'})",0.001817355747387551,0.06707178555202181,0.0016469786460699683,0.9062500000000001,13.511642675698562,0.0015250853511094562,9.951234287445113
34054,"frozenset({'RoadCharacteristics_Not at a Junction', 'SurfaceCondition_Water (standing / moving)', 'Impairment_None'})","frozenset({'Weather_Rain', 'Animal_None/Other'})",0.0017605633802816902,0.06928668786915039,0.0016469786460699683,0.935483870967742,13.501639344262296,0.0015249950406665345,14.426056338028182
10742,"frozenset({'RoadCharacteristics_Not at a Junction', 'SurfaceCondition_Water (standing / moving)', 'Animal_None/Other'})",frozenset({'Weather_Rain'}),0.0017889595638346206,0.0718139482053612,0.0017037710131758291,0.9523809523809523,13.261782372102655,0.001575298763717124,19.49190708768739
34049,"frozenset({'RoadCharacteristics_Not at a Junction', 'SurfaceCondition_Water (standing / moving)', 'Animal_None/Other', 'Impairment_None'})",frozenset({'Weather_Rain'}),0.0017321671967287598,0.0718139482053612,0.0016469786460699683,0.9508196721311475,13.240041745263143,0.0015225848807210634,18.873116386490967
9197,"frozenset({'SurfaceCondition_Water (standing / moving)', 'Animal_None/Other'})","frozenset({'Weather_Rain', 'Impairment_None'})",0.0020161290322580645,0.06707178555202181,0.0017889595638346206,0.8873239436619719,13.229466553767994,0.0016537341897378025,8.27973790322581
17137,"frozenset({'InjuryType_Property Damage Only', 'SurfaceCondition_Water (standing / moving)'})","frozenset({'Weather_Rain', 'Impairment_None'})",0.0012494320763289414,0.06707178555202181,0.001107451158564289,0.8863636363636365,13.215148949272574,0.0010236495182789369,8.209768287142216
18246,"frozenset({'RoadCharacteristics_Not at a Junction', 'InjuryType_Property Damage Only', 'SurfaceCondition_Water (standing / moving)'})",frozenset({'Weather_Rain'}),0.0010790549750113584,0.0718139482053612,0.0010222626079054976,0.9473684210526316,13.191983517512643,0.0009447714098192946,17.635534984098157
2256,"frozenset({'DayNight_Day', 'SurfaceCondition_Water (standing / moving)'})",frozenset({'Weather_Rain'}),0.0015333939118582463,0.0718139482053612,0.0014482053611994548,0.9444444444444444,13.1512675190018,0.0013380862902348505,16.70734893230349
6597,"frozenset({'DayNight_Day', 'SurfaceCondition_Water (standing / moving)', 'Animal_None/Other'})",frozenset({'Weather_Rain'}),0.0015333939118582463,0.0718139482053612,0.0014482053611994548,0.9444444444444444,13.1512675190018,0.0013380862902348505,16.70734893230349
23061,"frozenset({'DayNight_Day', 'SurfaceCondition_Water (standing / moving)', 'Animal_None/Other', 'Impairment_None'})",frozenset({'Weather_Rain'}),0.0015049977283053157,0.0718139482053612,0.0014198091776465244,0.9433962264150945,13.136671217648859,0.0013117293487368202,16.39795358170532
12499,"frozenset({'DayNight_Day', 'SurfaceCondition_Water (standing / moving)', 'Impairment_None'})",frozenset({'Weather_Rain'}),0.0015049977283053157,0.0718139482053612,0.0014198091776465244,0.9433962264150945,13.136671217648859,0.0013117293487368202,16.39795358170532
10453,"frozenset({'InjuryType_Property Damage Only', 'SurfaceCondition_Water (standing / moving)'})","frozenset({'Weather_Rain', 'Animal_None/Other'})",0.0012494320763289414,0.06928668786915039,0.0011358473421172195,0.9090909090909091,13.120715350223545,0.0010492783318309115,10.237846433439342
33398,"frozenset({'InjuryType_Property Damage Only', 'SurfaceCondition_Water (standing / moving)', 'Impairment_None'})","frozenset({'Weather_Rain', 'Animal_None/Other'})",0.001221035892776011,0.06928668786915039,0.001107451158564289,0.9069767441860466,13.0902020587114,0.0010228496257844882,10.00516810540664
3920,"frozenset({'RoadCharacteristics_Not at a Junction', 'SurfaceCondition_Water (standing / moving)'})",frozenset({'Weather_Rain'}),0.001817355747387551,0.0718139482053612,0.0017037710131758291,0.9375,13.054567022538553,0.001573259521662224,14.85097682871422
3312,frozenset({'SurfaceCondition_Water (standing / moving)'}),"frozenset({'Weather_Rain', 'Impairment_None'})",0.002044525215810995,0.06707178555202181,0.0017889595638346206,0.875,13.045723962743438,0.0016518296070040443,7.463425715583826
1618,frozenset({'SurfaceCondition_Water (standing / moving)'}),"frozenset({'Weather_Rain', 'Animal_None/Other'})",0.002044525215810995,0.06928668786915039,0.0018457519309404817,0.9027777777777778,13.02959927140255,0.001704093550471978,9.57305121048874
17435,"frozenset({'RoadCharacteristics_Not at a Junction', 'SurfaceCondition_Water (standing / moving)', 'Impairment_None'})",frozenset({'Weather_Rain'}),0.0017605633802816902,0.0718139482053612,0.0016469786460699683,0.935483870967742,13.026492684855674,0.0015205456386661632,14.386883802816914
19940,"frozenset({'Weather_Rain', 'Animal_Deer', 'Impairment_None'})","frozenset({'RoadCharacteristics_Not at a Junction', 'SurfaceCondition_Wet'})",0.002101317582916856,0.0717287596547024,0.0019593366651522036,0.9324324324324325,12.999422225075433,0.0018086117612889602,13.73841435711041
4892,"frozenset({'Animal_Deer', 'Weather_Rain'})","frozenset({'RoadCharacteristics_Not at a Junction', 'SurfaceCondition_Wet'})",0.002101317582916856,0.0717287596547024,0.0019593366651522036,0.9324324324324325,12.999422225075433,0.0018086117612889602,13.73841435711041
9198,"frozenset({'SurfaceCondition_Water (standing / moving)', 'Impairment_None'})","frozenset({'Weather_Rain', 'Animal_None/Other'})",0.001987732848705134,0.06928668786915039,0.0017889595638346206,0.9000000000000001,12.989508196721312,0.0016512361383791308,9.307133121308508
20072,"frozenset({'Weather_Rain', 'InjuryType_Property Damage Only', 'Animal_Deer'})","frozenset({'RoadCharacteristics_Not at a Junction', 'SurfaceCondition_Wet'})",0.002044525215810995,0.0717287596547024,0.0019025442980463425,0.9305555555555555,12.973255916248789,0.001755893040233457,13.36710586097227
47639,"frozenset({'Weather_Rain', 'InjuryType_Property Damage Only', 'Animal_Deer', 'Impairment_None'})","frozenset({'RoadCharacteristics_Not at a Junction', 'SurfaceCondition_Wet'})",0.002044525215810995,0.0717287596547024,0.0019025442980463425,0.9305555555555555,12.973255916248789,0.001755893040233457,13.36710586097227
10450,"frozenset({'InjuryType_Property Damage Only', 'SurfaceCondition_Water (standing / moving)', 'Animal_None/Other'})",frozenset({'Weather_Rain'}),0.001221035892776011,0.0718139482053612,0.0011358473421172195,0.9302325581395349,12.953368828565385,0.001048159933756516,13.304000075723152
33394,"frozenset({'InjuryType_Property Damage Only', 'SurfaceCondition_Water (standing / moving)', 'Animal_None/Other', 'Impairment_None'})",frozenset({'Weather_Rain'}),0.0011926397092230803,0.0718139482053612,0.001107451158564289,0.9285714285714287,12.930237812800092,0.0010218029922584857,12.994604725124969
1616,"frozenset({'SurfaceCondition_Water (standing / moving)', 'Animal_None/Other'})",frozenset({'Weather_Rain'}),0.0020161290322580645,0.0718139482053612,0.0018457519309404817,0.915492957746479,12.748121787267696,0.001700965745042576,10.983534946236574
